,0
0,-0.01843425589391417
1,1.071274681859156
2,-0.06934672558233179
3,0.03794975309943911
4,-0.01418798582541887
5,0.9661591098139861
6,1.031629376401923
7,0.9817565481484017
8,-0.007388195194067793
9,0.9466629766716276
10,-0.02841009551303941
11,-0.019283259979023
12,0.017630509543008994
13,0.9823445170174964
14,0.9220133513596964
15,0.9103414855398251
16,1.0148743485615768
17,0.9739099590905709
18,1.0689323352599542
19,-0.003855422497498319
20,-0.007489977313243562
21,0.020081309674754282
22,0.9787217348289287
23,1.0154164621590132
24,1.0015422929737468
25,0.9775378419025379
26,1.0051837333211198
27,0.9621929610957881
28,0.019267214434047865
29,0.9598101179705396
30,0.9602737528524494
31,1.045510012230193
32,0.0456259467186248
33,0.9873257270747869
34,0.02222787597027048
35,0.05001255781547717
36,0.9815171463768104
37,0.004952000852378996
38,1.0313267480284216
39,1.0428416780956007
40,0.9586342894103516
41,-0.02718900297057819
42,0.9699035867840525
43,-0.06835049060106275
44,0.12362902080983286
45,0.9932485138012953
46,-0.08241474833376605
47,0.06285926073767108
48,0.9989204884065189
49,1.0716852416495068
50,1.045065790333229
51,0.0018295476471548774
52,1.0654675982131694
53,0.04850744876494306
54,-0.004466128222963493
55,-0.05080932907280352
56,-0.019214465976889805
57,1.0063625707132042
58,1.0295573172741717
59,1.0360688166506935
60,0.10828853626280713
61,0.05212210162811782
62,0.11534794180660542
63,1.0364412291117109
64,0.9764433967926613
65,-0.037575948251917415
66,1.0185816247293116
67,-0.019314060291226138
68,-0.06482344311177689
69,0.982404312051617
70,1.0147682799700792
71,1.0587177413422022
72,0.9114050243317247
73,1.040818959917197
74,1.0183205346627506
75,1.0169647928732004
76,1.0318245981789713
77,0.040742863830513884
78,1.0183075632216056
79,1.0587789444136921
80,-0.03010374561712406
81,1.0002169295929604
82,1.0401678916212034
83,-0.13032344304441967
84,1.0425979334303626
85,0.0876390040524963
86,1.041590446978083
87,-0.06525966824683076
88,0.9267914172367641
89,0.023742957414344748
90,0.037291483327754386
91,1.0152750152161385
92,0.018793544015638142
93,0.018216448470126153
94,0.9275271443414804
95,0.0361125088696846
96,0.9111577893630523
97,1.0459147108161657
98,-0.08405745008156086
99,1.0141006704123023
100,0.9398082572546674
101,1.033721749067103
102,1.000664837664447
103,-0.0023055725494283644
104,0.023072032191539027
105,1.0227733884233472
106,0.9905185068275891
107,0.0005945725950132831
108,0.9310079604988775
109,0.9789257021265918
